GB GCA 000995565.1	5573518
GB GCA 000995625.1	5573043
GB GCA 000995635.1	5573184
GB GCA 000995705.1	5573064
GB GCA 000995715.1	5573480
GB GCA 000995735.1	5573007
GB GCA 000995785.1	5573231
GB GCA 000995805.1	5573005
GB GCA 000995845.1	5573291
GB GCA 000995875.1	5573071
GB GCA 000995905.1	5561893
GB GCA 000995915.1	5573406
GB GCA 000995945.1	5573294
GB GCA 000995965.1	5573241
GB GCA 000996025.1	5573415
GB GCA 000996035.1	5573339
GB GCA 000996085.1	5573403
GB GCA 000996105.1	5573257
GB GCA 000996115.1	5573281
GB GCA 000996165.1	5561906
GB GCA 000996185.1	5573373
GB GCA 000996205.1	5573307
GB GCA 000996245.1	5573038
GB GCA 000996275.1	5573448
GB GCA 000996355.1	5573100
GB GCA 000996525.1	5573125
GB GCA 000996555.1	5561995
GB GCA 000996605.1	5573053
GB GCA 000996615.1	5573484
